,datetime,location,High-Frequency Acceleration,Low-Frequency Acceleration Z,Temperature,Vibration Velocity Z,Device,alignment_status,bearing_lubrication,crest_factor,electromagnetic_status,fit_condition,kurtosis_opt,peak_value_opt,rms_10_25khz,rms_1_10khz,rotor_balance_status,rubbing_condition,velocity_rms
138,2025-04-01 00:05:10,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
139,2025-04-01 00:05:10,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
140,2025-04-01 00:05:10,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
141,2025-04-01 00:05:20,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
142,2025-04-01 00:05:20,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
143,2025-04-01 00:05:20,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
144,2025-04-01 00:05:30,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
145,2025-04-01 00:05:30,Gearbox First Shaft Input End,,,41.3,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
146,2025-04-01 00:05:30,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
147,2025-04-01 00:05:40,Gearbox First Shaft Input End,,,41.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
148,2025-04-01 00:05:40,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
149,2025-04-01 00:05:40,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
150,2025-04-01 00:05:50,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
151,2025-04-01 00:05:50,Gearbox First Shaft Input End,,,41.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
152,2025-04-01 00:05:50,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
153,2025-04-01 00:06:00,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
154,2025-04-01 00:06:00,Gearbox First Shaft Input End,,,41.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
155,2025-04-01 00:06:00,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
156,2025-04-01 00:06:10,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
157,2025-04-01 00:06:10,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
158,2025-04-01 00:06:10,Gearbox First Shaft Input End,,,41.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
159,2025-04-01 00:06:20,Gearbox First Shaft Input End,,,41.4,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
160,2025-04-01 00:06:20,Motor Drive End,,,19.5,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
161,2025-04-01 00:06:20,Gear Reducer,,,38.9,,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
162,2025-04-01 00:06:25,Gear Reducer,1.7064,1.59839,38.9,2.7006,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
163,2025-04-01 00:06:25,Gearbox First Shaft Input End,3.0035,2.44176,41.4,1.8246,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
164,2025-04-01 00:06:25,Motor Drive End,2.90418,2.28776,19.5,6.86318,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
165,2025-04-01 00:06:30,Gear Reducer,1.64312,1.53289,38.9,2.45278,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
166,2025-04-01 00:06:30,Gearbox First Shaft Input End,2.9715,2.41583,41.4,1.822,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
167,2025-04-01 00:06:30,Motor Drive End,2.7179,2.09776,19.6,7.31044,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
168,2025-04-01 00:06:35,Motor Drive End,2.64426,2.08672,19.6,7.55392,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
169,2025-04-01 00:06:35,Gear Reducer,1.59366,1.49028,38.9,2.24851,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
170,2025-04-01 00:06:35,Gearbox First Shaft Input End,2.88462,2.35546,41.4,1.96629,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
171,2025-04-01 00:06:40,Motor Drive End,2.71893,2.11603,19.6,7.20304,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
172,2025-04-01 00:06:40,Gearbox First Shaft Input End,2.98636,2.46175,41.4,1.88854,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
173,2025-04-01 00:06:40,Gear Reducer,1.65489,1.55215,38.9,2.44997,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
174,2025-04-01 00:06:45,Gear Reducer,1.62184,1.52175,38.9,2.26402,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
175,2025-04-01 00:06:45,Gearbox First Shaft Input End,2.92156,2.3962,41.4,2.00496,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
176,2025-04-01 00:06:45,Motor Drive End,2.58303,1.97374,19.6,7.33651,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
177,2025-04-01 00:06:50,Motor Drive End,2.74104,2.1598,19.6,7.38042,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
178,2025-04-01 00:06:50,Gear Reducer,1.64665,1.54054,38.9,2.51198,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
179,2025-04-01 00:06:50,Gearbox First Shaft Input End,3.0255,2.47658,41.4,1.78908,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
180,2025-04-01 00:06:55,Gearbox First Shaft Input End,2.96132,2.40825,41.4,2.01568,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
181,2025-04-01 00:06:55,Motor Drive End,2.66327,2.05531,19.6,7.46715,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
182,2025-04-01 00:06:55,Gear Reducer,1.64926,1.54525,38.9,2.31989,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
183,2025-04-01 00:07:00,Gearbox First Shaft Input End,2.97572,2.39518,41.4,1.81063,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
184,2025-04-01 00:07:00,Motor Drive End,2.84752,2.20768,19.6,7.40433,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
185,2025-04-01 00:07:00,Gear Reducer,1.67882,1.56718,38.9,2.61189,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
186,2025-04-01 00:07:05,Motor Drive End,2.70541,2.1109,19.6,7.60954,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
187,2025-04-01 00:07:05,Gearbox First Shaft Input End,2.96681,2.44191,41.4,1.91867,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
188,2025-04-01 00:07:05,Gear Reducer,1.71983,1.62291,38.9,2.44363,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
189,2025-04-01 00:07:10,Gear Reducer,1.71848,1.61661,38.9,2.71566,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
190,2025-04-01 00:07:10,Gearbox First Shaft Input End,2.98767,2.43761,41.4,1.8043,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
191,2025-04-01 00:07:10,Motor Drive End,2.83133,2.23976,19.6,6.93821,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
192,2025-04-01 00:07:15,Gear Reducer,1.71499,1.61388,38.9,2.54054,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
193,2025-04-01 00:07:15,Gearbox First Shaft Input End,2.99867,2.43833,41.4,1.90794,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
194,2025-04-01 00:07:15,Motor Drive End,2.75426,2.1532,19.6,7.50596,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
195,2025-04-01 00:07:20,Gearbox First Shaft Input End,3.01508,2.45287,41.5,1.82513,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
196,2025-04-01 00:07:20,Motor Drive End,2.97146,2.39661,19.6,6.89479,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
197,2025-04-01 00:07:20,Gear Reducer,1.78908,1.68757,38.9,2.8164,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
198,2025-04-01 00:07:25,Gear Reducer,1.70788,1.6033,38.9,2.57971,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
199,2025-04-01 00:07:25,Gearbox First Shaft Input End,2.98762,2.41679,41.5,1.78069,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
200,2025-04-01 00:07:25,Motor Drive End,2.74248,2.18808,19.6,7.52597,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
201,2025-04-01 00:07:30,Gear Reducer,1.75753,1.65147,38.9,2.8387,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
202,2025-04-01 00:07:30,Gearbox First Shaft Input End,2.99543,2.41331,41.5,1.80703,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
203,2025-04-01 00:07:30,Motor Drive End,2.90254,2.28564,19.6,6.75944,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
204,2025-04-01 00:07:35,Motor Drive End,2.84398,2.25293,19.6,7.22283,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
205,2025-04-01 00:07:35,Gear Reducer,1.73824,1.62626,38.9,2.69719,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
206,2025-04-01 00:07:35,Gearbox First Shaft Input End,3.04773,2.46446,41.5,1.78824,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
207,2025-04-01 00:07:40,Gearbox First Shaft Input End,2.94931,2.36828,41.5,1.90563,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
208,2025-04-01 00:07:40,Motor Drive End,2.93577,2.34751,19.6,6.61928,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
209,2025-04-01 00:07:40,Gear Reducer,1.77464,1.66537,38.9,2.89714,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
210,2025-04-01 00:07:45,Gear Reducer,1.72072,1.60801,38.9,2.71819,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
211,2025-04-01 00:07:45,Gearbox First Shaft Input End,3.00153,2.43993,41.5,1.7382,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
212,2025-04-01 00:07:45,Motor Drive End,2.86489,2.2693,19.6,6.99142,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
213,2025-04-01 00:07:50,Gear Reducer,1.72772,1.62461,38.9,2.88091,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
214,2025-04-01 00:07:50,Gearbox First Shaft Input End,2.98209,2.40054,41.5,1.89522,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
215,2025-04-01 00:07:50,Motor Drive End,2.96172,2.34761,19.6,6.42507,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
216,2025-04-01 00:07:55,Motor Drive End,2.87089,2.28383,19.6,6.8863,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
217,2025-04-01 00:07:55,Gear Reducer,1.71508,1.60459,38.9,2.79973,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
218,2025-04-01 00:07:55,Gearbox First Shaft Input End,3.0171,2.45952,41.5,1.78015,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
219,2025-04-01 00:08:00,Motor Drive End,3.07178,2.42018,19.6,6.50609,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
220,2025-04-01 00:08:00,Gearbox First Shaft Input End,3.03235,2.49203,41.5,1.96544,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
221,2025-04-01 00:08:00,Gear Reducer,1.72657,1.62328,38.8,2.8624,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
222,2025-04-01 00:08:05,Gear Reducer,1.68957,1.57879,38.8,2.74874,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
223,2025-04-01 00:08:05,Gearbox First Shaft Input End,2.9828,2.43594,41.5,1.73227,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
224,2025-04-01 00:08:05,Motor Drive End,2.95209,2.33875,19.6,6.85882,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
225,2025-04-01 00:08:10,Motor Drive End,3.0648,2.41811,19.7,6.40917,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
226,2025-04-01 00:08:10,Gear Reducer,1.75681,1.65988,38.9,2.93876,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
227,2025-04-01 00:08:10,Gearbox First Shaft Input End,2.96002,2.39547,41.5,1.94854,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
228,2025-04-01 00:08:15,Gearbox First Shaft Input End,2.97123,2.42466,41.5,1.91566,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
229,2025-04-01 00:08:15,Motor Drive End,3.02564,2.42485,19.7,6.65425,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
230,2025-04-01 00:08:15,Gear Reducer,1.7182,1.6164,38.9,2.89843,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
231,2025-04-01 00:08:20,Gearbox First Shaft Input End,2.90584,2.39514,41.5,2.13227,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
232,2025-04-01 00:08:20,Motor Drive End,3.03826,2.35393,19.7,6.15187,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
233,2025-04-01 00:08:20,Gear Reducer,1.72711,1.63343,38.9,2.81157,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
234,2025-04-01 00:08:25,Gear Reducer,1.75772,1.66004,38.9,2.94245,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
235,2025-04-01 00:08:25,Gearbox First Shaft Input End,2.95332,2.39958,41.5,1.98522,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
236,2025-04-01 00:08:25,Motor Drive End,3.04746,2.39722,19.7,6.19924,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
237,2025-04-01 00:08:30,Gear Reducer,1.75039,1.65801,38.8,2.71101,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
238,2025-04-01 00:08:30,Gearbox First Shaft Input End,2.85779,2.33445,41.6,2.24978,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
239,2025-04-01 00:08:30,Motor Drive End,2.92831,2.21491,19.7,6.20185,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
240,2025-04-01 00:08:35,Gear Reducer,1.75022,1.6615,38.8,2.79736,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
241,2025-04-01 00:08:35,Gearbox First Shaft Input End,2.88239,2.39152,41.6,2.2561,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
242,2025-04-01 00:08:35,Motor Drive End,2.97622,2.28301,19.7,6.33459,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
243,2025-04-01 00:08:40,Motor Drive End,2.70699,2.02894,19.7,6.07369,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
244,2025-04-01 00:08:40,Gearbox First Shaft Input End,2.79471,2.3257,41.6,2.52785,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
245,2025-04-01 00:08:40,Gear Reducer,1.68903,1.60389,38.8,2.48604,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
246,2025-04-01 00:08:45,Gear Reducer,1.74558,1.66166,38.8,2.64511,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
247,2025-04-01 00:08:45,Gearbox First Shaft Input End,2.74881,2.28637,41.6,2.39902,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
248,2025-04-01 00:08:45,Motor Drive End,2.84055,2.14655,19.7,6.17926,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
249,2025-04-01 00:08:50,Gear Reducer,1.64573,1.56661,38.8,2.21417,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
250,2025-04-01 00:08:50,Gearbox First Shaft Input End,2.74831,2.30079,41.5,2.58169,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
251,2025-04-01 00:08:50,Motor Drive End,2.53119,1.84047,19.7,6.20827,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
252,2025-04-01 00:08:55,Gear Reducer,1.66866,1.58511,38.8,2.31535,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
253,2025-04-01 00:08:55,Gearbox First Shaft Input End,2.78793,2.33793,41.5,2.52776,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
254,2025-04-01 00:08:55,Motor Drive End,2.69554,1.97539,19.7,6.0697,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
255,2025-04-01 00:09:00,Motor Drive End,2.42205,1.78825,19.7,6.49428,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
256,2025-04-01 00:09:00,Gearbox First Shaft Input End,2.77103,2.33565,41.5,2.44214,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
257,2025-04-01 00:09:00,Gear Reducer,1.64047,1.5574,38.8,2.02779,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
258,2025-04-01 00:09:05,Gear Reducer,1.65837,1.57673,38.8,2.1238,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
259,2025-04-01 00:09:05,Gearbox First Shaft Input End,2.76647,2.32382,41.5,2.53331,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
260,2025-04-01 00:09:05,Motor Drive End,2.45578,1.75612,19.7,6.34646,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
261,2025-04-01 00:09:10,Gear Reducer,1.59406,1.50556,38.8,1.87676,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
262,2025-04-01 00:09:10,Gearbox First Shaft Input End,2.81152,2.34724,41.5,2.43779,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
263,2025-04-01 00:09:10,Motor Drive End,2.42171,1.85212,19.7,6.8857,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
264,2025-04-01 00:09:15,Motor Drive End,2.3755,1.79899,19.7,6.62877,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
265,2025-04-01 00:09:15,Gearbox First Shaft Input End,2.79884,2.36318,41.5,2.57536,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
266,2025-04-01 00:09:15,Gear Reducer,1.58333,1.49724,38.8,1.95604,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
267,2025-04-01 00:09:20,Gear Reducer,1.61921,1.52455,38.8,2.10693,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
268,2025-04-01 00:09:20,Gearbox First Shaft Input End,2.83002,2.34257,41.5,2.33791,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
269,2025-04-01 00:09:20,Motor Drive End,2.5445,1.97776,19.7,7.35568,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
270,2025-04-01 00:09:25,Gear Reducer,1.60637,1.51501,38.8,2.05958,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
271,2025-04-01 00:09:25,Gearbox First Shaft Input End,2.88648,2.43859,41.5,2.35376,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
272,2025-04-01 00:09:25,Motor Drive End,2.45374,1.88823,19.7,7.24077,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
273,2025-04-01 00:09:30,Gearbox First Shaft Input End,2.98313,2.46678,41.5,2.0434,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
274,2025-04-01 00:09:30,Motor Drive End,2.64455,2.07156,19.7,7.70517,8#Belt Conveyer,81.82,97.2,90.18,98.0,88.27,85.67,91.07,98.0,96.96,81.14,95.72,70.2
